Ward code,Ward name,Borough,Extent ,Rank of extent (within London),Income Scale,Rank of income scale (within London),Employment Scale,Rank of employment scale (within London),Average Score,Rank of average score (within London),Average Rank,Rank of average rank (within London),Highest SOA rank (national),Highest SOA rank (London),Number of SOAs in ward,In worst 5percent,In worst 1percent,In worst 20percent,Above average (in worst 50percent),IDACI,Rank of IDACI (within London),IDAOPI,Rank of IDAOPI (within London)
00BGGM,Weavers,Tower Hamlets,0.944376979936642,13,4876.74537321925,35,1308.86470142752,50,49.6856280727648,15,2546.31546990496,14,1205,49,8,1,7,7,8,0.629541834053907,22,0.54630235871102,7
00BGGN,Whitechapel,Tower Hamlets,0.70900479616307,77,4896.53303897381,34,1070.06886374205,148,43.2980927364432,54,4729.35611510791,75,896,27,8,2,4,6,8,0.59289991484418,36,0.657408986751575,2
00BHFX,Cann Hall,Waltham Forest,0.524432111512648,138,3717.11469362676,115,975.676916666329,204,36.7989170973487,128,5993.82034073309,121,1635,81,8,0,1,5,8,0.492744110743294,105,0.396071410241083,78
00BHFY,Cathall,Waltham Forest,0.669512195121951,84,3727.34880521894,114,1010.73811203986,177,42.0375279270704,67,4680.63919259882,74,1397,59,7,1,3,5,7,0.576548927412258,51,0.394468584561093,82
00BHFZ,Chapel End,Waltham Forest,0.211314453646807,268,2223.85937073827,320,674.857858344913,360,28.9697132854579,242,9044.71840769436,234,5605,315,7,0,0,2,7,0.298603227505317,330,0.206828839820527,377
00BHGA,Chingford Green,Waltham Forest,0.124904640813732,323,1347.88422818854,457,443.881701663136,496,22.5281494993051,352,13112.5746980292,348,6151,335,6,0,0,1,5,0.213612057212069,438,0.177316661818412,431
00BHGB,Endlebury,Waltham Forest,7.50446694460989E-03,441,1495.22535833716,435,491.773405585438,469,21.7045521906545,364,13275.6771888029,358,9228,440,7,0,0,0,5,0.236957284593326,409,0.160589073588646,457
00BHGC,Forest,Waltham Forest,0.362442726231386,197,2294.7442560643,311,827.157647810876,278,32.0171107557631,199,7708.70389461626,190,4813,277,7,0,0,3,7,0.301586224165346,328,0.309126067548117,185
00BHGD,Grove Green,Waltham Forest,0.287834676371198,230,2635.75075019896,270,777.830416314304,305,30.8000870623587,217,8020.88770470496,206,6101,334,8,0,0,1,8,0.397556346929726,217,0.313223134594417,179
00BHGE,Hale End and Highams Park,Waltham Forest,0.155618631732169,303,1989.64189964533,356,613.960926398635,396,25.2005741952288,298,11429.0489082969,300,3552,216,7,0,0,1,6,0.290665388901524,343,0.181833031883558,421
00BHGF,Hatch Lane,Waltham Forest,0.340437158469945,209,1993.90211623907,355,642.120155610144,381,27.3343693496389,260,11429.864298725,301,5025,291,7,0,0,4,5,0.324592609244182,308,0.215813097003744,354
00BHGG,High Street,Waltham Forest,0.546505666486778,130,2898.10681888461,223,901.601889923215,235,36.0913308746288,134,6193.50431732326,134,3114,183,7,0,1,5,7,0.407271086932808,207,0.334529310271755,144
00BHGH,Higham Hill,Waltham Forest,0.67385936661299,83,3519.45872622728,139,1013.08657233417,174,39.6888699682566,89,5027.57353730542,85,2274,129,7,0,2,4,7,0.455399976178472,148,0.363964768703532,112
00BHGJ,Hoe Street,Waltham Forest,0.512373933281614,144,3389.35952326655,155,1045.0979917869,160,37.4449586106235,119,6002.05844323765,123,634,12,8,1,1,3,8,0.439418337501896,172,0.384885770315565,91
00BHGK,Larkswood,Waltham Forest,8.02995391705069E-02,353,1947.07710709423,367,637.969738975167,384,25.9475627220171,283,10286.5800691244,258,7290,383,7,0,0,0,7,0.270392583707254,367,0.219821377505327,344
00BHGL,Lea Bridge,Waltham Forest,0.566531228233109,124,3593.61413303018,127,1030.00714060664,167,37.106552970307,123,5847.76712328767,116,2488,145,8,0,1,4,8,0.413485279833781,200,0.347220545938514,131
00BHGM,Leyton,Waltham Forest,0.73792735042735,70,4344.12899163365,68,1131.42181541026,124,42.0918317561136,66,4394.73053181386,65,1453,65,8,1,3,7,8,0.512836107431126,94,0.37219050637122,103
00BHGN,Leytonstone,Waltham Forest,0.408174580608473,182,2308.89710873365,309,865.397241264582,253,33.0033872374968,184,7310.04378731874,174,3645,224,7,0,0,3,7,0.356114337483544,272,0.305804546173779,190
00BHGP,Markhouse,Waltham Forest,0.575040409482759,121,3516.13826626539,140,979.943989925087,200,37.9237278417267,112,5854.32677801724,118,1462,67,7,1,2,5,7,0.479821874865566,120,0.390477015232218,85
00BHGQ,Valley,Waltham Forest,0.226768968456948,255,2268.86094070226,314,707.728724889457,343,29.1858341052269,238,9572.80704745666,243,2120,116,7,0,1,2,7,0.321325731360801,310,0.220109858598549,343
00BHGR,William Morris,Waltham Forest,0.380833113630372,192,3088.11883109808,187,902.82504299283,234,32.9043468985242,187,7449.55866069075,177,3345,202,7,0,0,3,7,0.414293586114799,198,0.343647449670473,136
00BHGS,Wood Street,Waltham Forest,0.57106151051129,123,3481.22775558382,144,1020.92733469605,170,38.378471547772,102,6006.83908642616,124,1671,86,8,0,3,5,8,0.451714168240926,153,0.290799418148986,214
00BJFZ,Balham,Wandsworth,0,449,1302.7560332492,467,617.942658584565,394,15.2540841590043,484,18970.1936643451,488,10579,485,9,0,0,0,4,0.136490600916494,519,0.242107109240959,307
00BJGA,Bedford,Wandsworth,0,449,1896.71533575654,380,851.635997325182,262,20.1025330878463,393,14145.6726739313,376,9709,459,9,0,0,0,8,0.236030792773335,412,0.291330779414801,211
00BJGB,Earlsfield,Wandsworth,2.51001898333685E-02,417,2135.93075716496,334,735.007530603558,325,19.5287600844954,404,14985.9862898123,397,7850,397,9,0,0,0,6,0.326315775097803,305,0.259244724468383,257
00BJGC,East Putney,Wandsworth,0,449,1384.45535959303,451,552.97535322234,431,14.948507282068,493,18595.8519593614,481,13722,538,9,0,0,0,3,0.203504677700521,446,0.188586784550757,407
00BJGD,Fairfield,Wandsworth,0,449,1504.21642038971,433,677.404439281672,357,16.5331555362181,452,17241.1890909091,448,11308,499,8,0,0,0,3,0.248047437443921,398,0.251692323698554,281
00BJGE,Furzedown,Wandsworth,7.96970980724423E-02,355,2935.05371980369,216,902.958364304155,233,22.8503690924439,348,12615.4755348443,338,5470,309,9,0,0,1,7,0.343346734753165,282,0.277369108191435,234
00BJGF,Graveney,Wandsworth,5.28772951186744E-02,383,2735.25815695524,253,864.789934627712,254,24.3283235513198,315,11333.1303179579,296,8105,404,9,0,0,0,9,0.402517727792175,215,0.290092465509106,217
00BJGG,Latchmere,Wandsworth,0.623891175125743,103,4156.91461551189,84,1349.82418645173,41,36.9290556203409,125,6069.21879286694,129,3651,226,8,0,0,6,8,0.578349459245338,50,0.397234740286819,74
00BJGH,Nightingale,Wandsworth,0,449,1531.94985877723,432,684.569887474179,353,16.3635987587817,456,17864.6926994907,461,10187,474,9,0,0,0,3,0.150117948849731,493,0.249850009374455,286
00BJGJ,Northcote,Wandsworth,4.74094949057013E-02,389,1104.05142350122,497,535.35873196274,443,13.7757887750341,515,20692.2837632777,526,6709,363,9,0,0,0,1,0.11000442434621,549,0.219580743009242,345
00BJGK,Queenstown,Wandsworth,0.282629270544783,231,3068.90926411003,188,1071.75741272047,145,28.8550794406391,244,9846.97229916897,251,3532,215,8,0,0,2,7,0.514094042610877,92,0.332663555036892,149
00BJGL,Roehampton,Wandsworth,0.325463761863676,215,3934.11675037444,100,1180.49344720691,105,31.6617487614478,207,7762.10159620363,195,4027,238,9,0,0,2,9,0.525181844882433,82,0.283556350642539,225
00BJGM,St Mary's Park,Wandsworth,0.109738797568115,336,2263.58020924777,315,864.404912017286,255,22.3296518340838,356,13347.154469714,359,3488,211,8,0,0,1,6,0.386224277876953,230,0.258313646618121,263
00BJGN,Shaftesbury,Wandsworth,5.03908944584962E-02,386,1596.47559848428,426,773.941099952906,309,20.6588368219572,380,14274.1853299609,379,7843,396,8,0,0,0,3,0.283544201157556,353,0.243157911355287,303
00BJGP,Southfields,Wandsworth,0.059102340878313,375,1839.38521076739,389,628.111857455224,387,14.0869424729173,507,20856.3596440317,532,6242,342,9,0,0,1,2,0.228023881899888,422,0.221144734826653,340
00BJGQ,Thamesfield,Wandsworth,0,449,796.376887992024,564,365.947685591877,541,10.3765755018714,561,23626.7429260803,560,16326,572,8,0,0,0,0,9.16655605732221E-02,582,0.169406501973262,444
00BJGR,Tooting,Wandsworth,0.122837632776935,325,2898.75267349184,222,943.020842626691,216,24.9144245600871,302,11301.6752655539,295,4932,286,9,0,0,1,9,0.381231534624573,242,0.339682940957382,140
00BJGS,Wandsworth Common,Wandsworth,2.19650555933742E-02,421,1172.3400960993,490,563.267640497535,426,14.8111754029631,495,19184.0766961652,492,7031,375,9,0,0,0,3,0.112811273572092,542,0.178063147069163,430
00BJGT,West Hill,Wandsworth,0.122441505595117,326,2799.28388598561,241,919.22549700737,226,21.55076714668,368,14228.1298067141,378,5695,320,10,0,0,2,6,0.367903739016696,262,0.228059940040112,330
00BJGU,West Putney,Wandsworth,2.74810858923008E-02,414,2131.86068785563,336,764.050238013268,313,18.7677770833413,416,15974.948153093,414,8621,424,8,0,0,0,4,0.282887782936812,355,0.205595777131377,379
00BKGA,Abbey Road,Westminster,0,449,818.553599406034,560,322.028168946505,564,15.3553792198268,481,18128.7705735661,467,13928,542,6,0,0,0,2,0.106294851300289,556,0.149949346374841,481
00BKGB,Bayswater,Westminster,4.28527701254974E-02,398,1256.28162279725,477,667.880601849407,366,23.4670155562864,334,11941.3168044077,317,8232,411,5,0,0,0,5,0.228874368577085,420,0.246988900892342,297
00BKGC,Bryanston and Dorset Square,Westminster,0,449,845.271000690758,552,446.278226651251,495,15.8911974945838,471,17514.2810443177,454,14727,548,7,0,0,0,3,0.12580741324595,534,0.122137806935397,539
00BKGD,Churchill,Westminster,0.27807874481942,232,2390.66340489686,299,828.76757723093,275,29.9477462762908,229,8580.1142687981,222,5719,322,6,0,0,2,6,0.431655034422874,182,0.218679062272078,348
00BKGE,Church Street,Westminster,0.91295840511937,19,4983.97303506732,32,1418.66541498899,23,45.6416358393811,39,3300.15358109771,27,1835,99,4,0,2,4,4,0.797020946042653,1,0.438320083009268,41
00BKGF,Harrow Road,Westminster,0.793383853104051,55,3709.14890384674,116,1254.88708935678,70,44.3373107632198,46,3916.34217429321,48,1496,70,6,1,3,5,6,0.658284633709226,15,0.48267344905803,16
00BKGG,Hyde Park,Westminster,0.122135479221715,327,1310.75292118639,464,600.548151500523,403,21.8404545977572,361,14044.7835695412,374,6529,354,7,0,0,0,4,0.217802314711559,435,0.19707499757381,388
00BKGH,Knightsbridge and Belgravia,Westminster,0,449,99.067659295164,627,78.4771672468632,627,11.4249252365332,548,22171.2226782966,543,19453,598,6,0,0,0,0,9.74358878263045E-03,628,0.031130424915598,627
00BKGJ,Lancaster Gate,Westminster,5.29091670154877E-02,382,1375.12198349833,452,652.842887755483,376,21.7344364583018,363,13258.1012976141,357,6834,371,8,0,0,0,5,0.229667579843464,419,0.212021734453458,364
00BKGK,Little Venice,Westminster,0.238989836772405,250,1654.62565581501,414,608.742846077308,399,27.8139099958753,251,11493.0936248845,303,1670,85,5,0,1,1,4,0.337053132312726,293,0.26511075102316,251
00BKGL,Maida Vale,Westminster,0.156048387096774,301,1950.72157225013,365,663.217278096825,369,23.6552996712346,327,12991.0959937565,346,6437,350,6,0,0,1,4,0.376634771199845,248,0.25695015243862,268
00BKGM,Marylebone High Street,Westminster,0,449,580.515681501478,602,248.145088048652,606,13.5207092932147,521,20072.8822860392,511,13925,541,6,0,0,0,1,0.101618947134176,566,0.136766727601311,512
00BKGN,Queen's Park,Westminster,0.947815599035111,10,5098.50737214088,26,1456.80707336962,16,50.9120552872755,10,2402.925489145,9,927,29,6,2,5,6,6,0.738862139489846,3,0.477571368279171,19
00BKGP,Regent's Park,Westminster,6.27327198801626E-02,372,1673.61271819845,410,504.844130231068,459,20.2949771068858,388,14536.9781724802,385,7339,384,7,0,0,0,3,0.228604560944478,421,0.208547215644802,372
00BKGQ,St James's,Westminster,0.217657170923379,263,1716.36609466374,405,1087.95087759197,139,26.3673217886792,279,10947.4597249509,281,4487,264,6,0,0,1,5,0.261770791643196,379,0.180771134588475,422
00BKGR,Tachbrook,Westminster,6.65658093797277E-02,368,1157.8240920268,493,460.333833675832,487,19.6748028473847,403,15159.7788199697,402,6947,372,6,0,0,0,4,0.249718041093707,393,0.196280130065425,394
00BKGS,Vincent Square,Westminster,8.76074498567335E-02,347,1790.85897217691,392,855.405697122216,260,25.6656568117333,289,10610.0661891117,271,6187,339,6,0,0,1,6,0.313832457963025,319,0.194111246470179,396
00BKGT,Warwick,Westminster,4.70820189274448E-02,390,1182.90845098346,486,606.06573984772,400,21.7026037884059,365,13156.2608832808,353,8071,402,5,0,0,0,4,0.236024849676155,413,0.208282064418735,373
00BKGU,Westbourne,Westminster,0.840341171046565,36,5112.84097856283,25,1400.84687308967,29,45.9057209187249,37,3451.11134163209,33,1416,62,7,2,4,7,7,0.70106579958688,9,0.447543392697732,33
00BKGW,West End,Westminster,0.117428180574555,331,1071.23779177666,504,664.529344696552,368,21.2432511017848,374,14486.9805745554,382,6978,374,5,0,0,0,3,0.121514804914166,536,0.152817506449922,474
